Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU119,0.18488456,0.135281385,0.121753247,0.202922078,0.175865801,0.049603175,0.18488456,0.216450216,0.378787879,0.045093795,0.243506494,0.419372294,0.432900433,0.139790765,0.193903319
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified_g__Lactobacillus,OTU230,0,0,0,0,0,0.009018759,0.166847042,0.139790765,0,0,0.049603175,0.049603175,0,0.009018759,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU508,0,0,0.00450938,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Eubacterium_siraeum_group,s__uncultured_bacterium_g__Eubacterium_siraeum_group,OTU782,0,0.045093795,0,0,0.00450938,0,0.00450938,0,0,0,0,0.00450938,0.031565657,0.148809524,0.18488456
d__Bacteria,k__norank_d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__unclassified_g__Helicobacter,OTU577,0.135281385,2.746212121,1.984126984,2.565836941,0.036075036,0.175865801,0.496031746,0.861291486,0.807178932,0.329184704,0.658369408,0.667388167,1.799242424,1.681998557,2.164502165
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU502,0.144300144,0.27507215,0.257034632,0.428391053,0.108225108,0.022546898,0.058621934,0.112734488,0.126262626,0.022546898,0.081168831,0.036075036,0.058621934,0.013528139,0.036075036
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU726,0.00450938,0.00450938,0,0.00450938,0,0,0,0.00450938,0,0,0.00450938,0.009018759,0.013528139,0.013528139,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__norank_f__Erysipelotrichaceae,s__uncultured_bacterium_g__norank_f__Erysipelotrichaceae,OTU638,0,0.013528139,0,0,0.00450938,0.013528139,0.027056277,0.027056277,0.00450938,0.081168831,0,0.031565657,0.022546898,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU183,0.626803752,0.617784993,0.559163059,1.231060606,1.785714286,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU535,0,0,0,0,0,0,0,0,0,0.018037518,0.00450938,0.00450938,0.013528139,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU187,3.598484848,8.189033189,3.530844156,9.230699856,9.275793651,28.20165945,6.15530303,0.856782107,26.66396104,0,0.45544733,0.36525974,1.073232323,0.707972583,0.211940837
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caecimuris,OTU371,0.744047619,0.626803752,0.955988456,1.258116883,0.27958153,0.248015873,0.297619048,0.487012987,1.37987013,14.24963925,0.532106782,0.613275613,0.816197691,2.800324675,1.091269841
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU29,4.085497835,1.528679654,2.791305916,2.534271284,2.169011544,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__uncultured_organism_g__Fusicatenibacter,OTU602,0,0,0,0,0,0,0,0,0,0,0,0.009018759,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__unclassified_f__Eggerthellaceae,s__unclassified_f__Eggerthellaceae,OTU211,0,0.018037518,0,0.00450938,0,0,0.009018759,0,0,0,0.009018759,0.00450938,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU19,0.00450938,0,0.013528139,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Tuzzerella,s__uncultured_bacterium_g__Tuzzerella,OTU451,0.013528139,0.022546898,0.031565657,0.081168831,0.054112554,0.013528139,0,0,0,0,0.009018759,0.018037518,0.009018759,0.00450938,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU21,0.054112554,0.103715729,0.207431457,0.112734488,0.320165945,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__unclassified_c__Clostridia,f__unclassified_c__Clostridia,g__unclassified_c__Clostridia,s__unclassified_c__Clostridia,OTU290,0,0,0,0,0,0,0.00450938,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__uncultured_Bacteroidales_bacterium_g__Parabacteroides,OTU302,0.266053391,0.130772006,0.130772006,0.099206349,0.103715729,0,0.00450938,0,0,0.193903319,0.031565657,0.063131313,0.157828283,0.266053391,0.067640693
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__unclassified_g__Alloprevotella,OTU238,0,0,0,0,0,0.013528139,0,0.009018759,0,0,0,0,0.009018759,0.009018759,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_reuteri,OTU294,0,0.00450938,0,0.00450938,0,0.013528139,0.126262626,0.058621934,0,0.00450938,0.063131313,0.189393939,0.049603175,0.009018759,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Metamycoplasma_sualvi,OTU711,0,0.013528139,0,0,0,0.153318903,0.00450938,0.013528139,0.09469697,0.126262626,0.117243867,0.067640693,0.135281385,0.387806638,0.171356421
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU746,0,0.054112554,0,0.392316017,0.243506494,0,0,0,0,0.135281385,0,0.013528139,0.00450938,0.00450938,0.031565657
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014,OTU329,0,0,0,0,0,0,0.00450938,0.018037518,0,0.036075036,0.00450938,0,0.018037518,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU437,0,0,0,0,0,0,0,0,0,0.00450938,0.009018759,0,0,0.00450938,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caecimuris,OTU426,0,0.009018759,0.009018759,0.00450938,0,0.054112554,0.072150072,0.031565657,0.238997114,3.589466089,0.013528139,0.049603175,0.238997114,0.347222222,0.099206349
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caecimuris,OTU395,0,0,0,0,0,0,0,0,0,0.036075036,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU463,0,0,0,0,0,0.009018759,0.009018759,0.009018759,0,0,0.013528139,0.013528139,0.022546898,0.00450938,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU468,0,0,0,0,0,0,0,0.00450938,0,0,0.013528139,0,0.018037518,0.022546898,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU364,0.00450938,0,0,0.018037518,0.00450938,0.049603175,0,0,0.09469697,0,0,0,0.00450938,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__uncultured_rumen_bacterium_g__norank_f__norank_o__Clostridia_UCG-014,OTU243,0,0.072150072,0,0,0.040584416,0.040584416,0.00450938,0,0,0.013528139,0,0.013528139,1.28968254,0.00450938,0.036075036
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Family_XIII_UCG-001,s__uncultured_bacterium_g__Family_XIII_UCG-001,OTU7,0.036075036,0.072150072,0.040584416,0.00450938,0.09469697,0,0,0,0,0,0,0.022546898,0.00450938,0,0.022546898
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__UCG-010,g__norank_f__UCG-010,s__unclassified_g__norank_f__UCG-010,OTU489,0,0.013528139,0,0.00450938,0,0,0.027056277,0.013528139,0.00450938,0.085678211,0,0.00450938,0.063131313,0.009018759,0.045093795
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__unclassified_g__Odoribacter,OTU552,0.036075036,0.103715729,0.081168831,0.009018759,0.09018759,0,0.09469697,0.148809524,0,0.054112554,0.058621934,0.153318903,0.036075036,0.581709957,0.270562771
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU322,0.018037518,0.00450938,0.009018759,0.00450938,0.00450938,0,0.009018759,0.121753247,0.022546898,0.018037518,0.00450938,0.013528139,0.027056277,0.027056277,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU320,0,0,0,0,0,0.00450938,0,0.013528139,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU699,0,0,0,0,0,0.036075036,0.031565657,0.067640693,0.063131313,0.022546898,0,0.009018759,0.220959596,0.049603175,0.027056277
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__uncultured_bacterium_g__norank_f__Ruminococcaceae,OTU249,0,0,0,0,0,0.009018759,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014,OTU157,0,0,0,0,0.036075036,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU695,0,0,0,0,0,0,0,0,0,0.022546898,0.00450938,0,0.022546898,0.022546898,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__Clostridium_sp._Culture-27,OTU629,0.112734488,0.049603175,0.081168831,0,0.049603175,0,0,0,0.036075036,0.009018759,0,0,0,0,0.085678211
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU196,0.018037518,0.081168831,0.045093795,0.171356421,0.081168831,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__unclassified_g__norank_f__Lachnospiraceae,OTU136,0,0,0.022546898,0,0.166847042,0,0,0,0,0,0.009018759,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__uncultured_bacterium_g__norank_f__Ruminococcaceae,OTU607,0,0,0,0,0,0,0,0,0,0,0,0.00450938,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__unclassified_g__norank_f__Ruminococcaceae,OTU445,0,0,0,0.099206349,0,0,0,0.171356421,0,0,0,0.009018759,0.00450938,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__uncultured_bacterium_g__norank_f__Lachnospiraceae,OTU9,0.036075036,0.058621934,0.045093795,0.00450938,0.022546898,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_vulgatus,OTU300,0,0,0,0.013528139,0,0.784632035,0.649350649,0.036075036,0.396825397,7.688492063,0.18037518,0.063131313,0.248015873,0.063131313,0.040584416
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Colidextribacter,s__uncultured_bacterium_g__Colidextribacter,OTU452,0,0.022546898,0,0.00450938,0.009018759,0.013528139,0.009018759,0.081168831,0,0.009018759,0.085678211,0.013528139,0.09018759,0.081168831,0.09469697
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium,OTU175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_sp._UNSW3caefatS,OTU274,0,0,0,0,0,0.099206349,0.018037518,0.009018759,0,0.036075036,0.013528139,0,0.009018759,0.027056277,0.031565657
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__uncultured_rumen_bacterium_g__norank_f__norank_o__Clostridia_UCG-014,OTU289,0,0.73502886,0,0,0,0.072150072,0.387806638,0.045093795,0,0.626803752,0.009018759,0.00450938,0.009018759,0.027056277,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__uncultured_bacterium_g__norank_f__Lachnospiraceae,OTU90,0,0,0.072150072,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU481,0,0,0,0,0,0,0,0,0,0,0,0,0.00450938,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__unclassified_f__Ruminococcaceae,s__unclassified_f__Ruminococcaceae,OTU439,0.058621934,0.022546898,0.018037518,0,0.013528139,0,0.00450938,0.009018759,0,0,0.013528139,0,0.045093795,0.09018759,0.058621934
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__unclassified_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU425,0,0.00450938,0,0.018037518,0.00450938,0,0,0.009018759,0,0.09469697,0,0.00450938,0.00450938,0.076659452,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU60,0.054112554,0.144300144,0.049603175,0.243506494,0.193903319,0,0,0,0.09469697,0,0,0.009018759,0.022546898,0.036075036,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU67,0.135281385,0.072150072,0.049603175,0.058621934,0.099206349,0,0,0,0.00450938,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU69,0.108225108,0.243506494,0.157828283,0.383297258,0.36976912,0.238997114,0.027056277,0,0.018037518,0,0.00450938,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_intestinalis_DSM_17393,OTU389,0,0,0.00450938,0,0,0.027056277,0.040584416,0.013528139,0,2.647005772,0.027056277,0,0.022546898,0.018037518,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__norank_c__Clostridia,f__norank_o__norank_c__Clostridia,g__norank_f__norank_o__norank_c__Clostridia,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Clostridia,OTU139,0,0,0,0,0.00450938,0.00450938,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__unclassified_g__norank_f__Ruminococcaceae,OTU102,0.022546898,0,0.009018759,0.00450938,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,s__unclassified_g__Turicibacter,OTU409,0,0,0,0,0,0,0,0,0,0.085678211,0,0.00450938,0.009018759,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_johnsonii,OTU704,0,1.122835498,0.680916306,0.257034632,0.257034632,1.127344877,15.45364358,5.871212121,0.00450938,0.103715729,21.01370851,13.43795094,4.090007215,2.701118326,0.712481962
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__norank_f__Erysipelotrichaceae,s__unclassified_g__norank_f__Erysipelotrichaceae,OTU358,0,0.054112554,0,0.013528139,0.135281385,0,0,0.171356421,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU71,0,0.058621934,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified_g__Lactobacillus,OTU433,0,0,0,0,0,0,0.013528139,0.013528139,0,0,0.00450938,0,0.009018759,0,0
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__norank_o__Rhodospirillales,g__norank_f__norank_o__Rhodospirillales,s__gut_metagenome_g__norank,OTU407,0.009018759,0,0,0,0.009018759,0.00450938,0.00450938,0.040584416,0.00450938,0.135281385,0.00450938,0,0.013528139,0.00450938,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UBA1819,s__uncultured_organism_g__UBA1819,OTU736,0,0,0,0,0,0.076659452,0.009018759,0,0,0.013528139,0,0.018037518,0.00450938,0.009018759,0.027056277
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__unclassified_p__Firmicutes,o__unclassified_p__Firmicutes,f__unclassified_p__Firmicutes,g__unclassified_p__Firmicutes,s__unclassified_p__Firmicutes,OTU309,0,0,0,0,0,0,0,0.00450938,0,0,0,0.009018759,0,0.009018759,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__unclassified_p__Firmicutes,o__unclassified_p__Firmicutes,f__unclassified_p__Firmicutes,g__unclassified_p__Firmicutes,s__unclassified_p__Firmicutes,OTU308,0,0,0,0,0,0,0.022546898,0.036075036,0,0,0.009018759,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__unclassified_g__norank_f__norank_o__Clostridia_UCG-014,OTU148,0,0.031565657,0,0,0.117243867,0,0,0,0,0,0,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__norank_f__Erysipelotrichaceae,s__uncultured_bacterium_g__norank_f__Erysipelotrichaceae,OTU594,0,0,0,0,0,0,0,0,0,0,0,0.022546898,0,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU125,0,0,0,0.00450938,0,0,0.00450938,0,0,0,0,0,0,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__unclassified_g__Alloprevotella,OTU591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Deferribacterota,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,s__Mucispirillum_schaedleri,OTU111,0.126262626,0.491522367,1.109307359,0.536616162,0.45544733,0.144300144,0.00450938,0.063131313,0.315656566,0,0.013528139,0.139790765,0.027056277,0.040584416,0.487012987
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__uncultured_bacterium_g__Enterorhabdus,OTU532,0,0.00450938,0,0,0,0.018037518,0.022546898,0.009018759,0.00450938,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU650,0.00450938,0.031565657,0.00450938,0.00450938,0,0.00450938,0,0.00450938,0,0,0.040584416,0.054112554,0.018037518,0.081168831,0.036075036
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU37,0,0.063131313,0,0,0.103715729,0,0,0,0,0,0,0,0,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU31,0.523088023,0.063131313,0.157828283,0.009018759,0.009018759,0.00450938,0,0,0.00450938,0.009018759,0,0.022546898,0.00450938,0.009018759,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU713,0,0,0,0,0.00450938,0,0,0,0,0.009018759,0,0,0,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU658,0,0,0,0.009018759,0.009018759,0.081168831,0.072150072,0.36525974,0.112734488,0.031565657,0.058621934,0.157828283,0.103715729,0.013528139,0.108225108
