Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__unclassified_g__Oscillibacter,OTU693,0.072150072,0.374278499,0.031565657,0.081168831,0.135281385,0,0,0,0.013528139,0,0.00450938,0.027056277,0.036075036,0.013528139,0.130772006
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Anaeroplasma,s__uncultured_bacterium_g__Anaeroplasma,OTU411,0,0,0,0,0,0,0.018037518,0,0,0.013528139,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU758,0,0,0,0,0,0,0,0,0,0.009018759,0,0,0.031565657,0,0.076659452
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU390,0,0,0,0,0,0,0,0,0,0.013528139,0.009018759,0.00450938,0.009018759,0.00450938,0.045093795
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU391,0.009018759,0.040584416,0.027056277,0.036075036,0.031565657,0.00450938,0.00450938,0,0,0.013528139,0.441919192,0.130772006,0.166847042,0.081168831,0.085678211
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU757,0.166847042,0.117243867,0,0,0,0,0,0,0,0,0.009018759,0.207431457,0,0.018037518,1.077741703
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Proteus,s__Proteus_mirabilis,OTU504,0,0,0,0.00450938,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__uncultured_rumen_bacterium_g__norank_f__norank_o__RF39,OTU205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU166,0.031565657,0.27958153,0.018037518,0.00450938,0.036075036,0,0,0.009018759,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__uncultured_Bacteroidales_bacterium_g__Alloprevotella,OTU124,0.329184704,0.103715729,2.0247114,2.628968254,0.175865801,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU345,0,0,0,0,0,0,0,0.00450938,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Gordonibacter,s__uncultured_bacterium_g__Gordonibacter,OTU376,0,0,0,0,0,0,0.018037518,0.00450938,0.013528139,0,0,0.013528139,0.009018759,0.009018759,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU347,0,0,0,0,0,0,0,0.00450938,0,0.00450938,0.00450938,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__unclassified_g__Alistipes,OTU78,0.018037518,0.211940837,0.013528139,0.013528139,0.207431457,0,0,0.00450938,0,0,0.00450938,0.00450938,0.00450938,0.009018759,0.049603175
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU265,0,0.00450938,0,0,0.018037518,0.234487734,0.049603175,0.018037518,0.248015873,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Christensenellales,f__Christensenellaceae,g__norank_f__Christensenellaceae,s__Christensenella_sp._Marseille-P2437,OTU231,0,0.00450938,0,0.009018759,0.013528139,0.022546898,0.00450938,0.00450938,0,0.00450938,0.00450938,0,0.00450938,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__GCA-900066575,s__uncultured_bacterium_g__GCA-900066575,OTU740,0,0,0,0,0.00450938,0.00450938,0,0,0,0.018037518,0.009018759,0,0.018037518,0,0.040584416
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU246,0,0,0,0,0,0.018037518,0.018037518,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Paludicola,s__uncultured_bacterium_g__Paludicola,OTU788,0,0.063131313,0,0.009018759,0.013528139,0,0,0,0,0,0,0.00450938,0.00450938,0.013528139,0.072150072
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__uncultured_bacterium_g__Lactobacillus,OTU636,0,0.049603175,0.00450938,0.00450938,0.013528139,0.009018759,0.225468975,0.076659452,0,0,0.207431457,0.220959596,0.067640693,0.054112554,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__unclassified_g__Alistipes,OTU543,0,0,0,0,0,0,0,0,0.00450938,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dubosiella,s__Firmicutes_bacterium_M10-2,OTU89,0.031565657,0.058621934,0.018037518,0.130772006,0.040584416,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__uncultured_bacterium_g__Butyricicoccus,OTU756,0,0.00450938,0,0,0.013528139,0,0,0,0,0,0,0,0,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU346,0.009018759,0.225468975,0.00450938,0.018037518,0.220959596,0.009018759,0.121753247,0.121753247,0,0.00450938,0.027056277,0.040584416,0.112734488,0.018037518,0.333694084
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__unclassified_g__Parabacteroides,OTU563,0.022546898,0.00450938,0.018037518,0.063131313,0.009018759,0.031565657,0.031565657,0.00450938,0.018037518,0.085678211,0,0.036075036,0.018037518,0.009018759,0.027056277
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,s__uncultured_bacterium_g__Turicibacter,OTU386,0,0.036075036,0.009018759,0.054112554,0.040584416,0.329184704,5.555555556,5.217352092,0,2.786796537,0.383297258,0.45544733,0.216450216,0.27958153,0.36976912
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__mouse_gut_metagenome_g__norank_f__Muribaculaceae,OTU336,0.009018759,0.045093795,0.067640693,0.081168831,0.112734488,0.162337662,0.216450216,0.324675325,0,0.157828283,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__uncultured_bacterium_g__Enterorhabdus,OTU305,0.013528139,0.013528139,0.00450938,0.009018759,0,0,0.013528139,0.013528139,0,0,0.00450938,0.00450938,0.00450938,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU728,0.036075036,0.009018759,0.031565657,0.009018759,0.18488456,0.013528139,0.00450938,0.013528139,0,0.036075036,0,0.040584416,0.067640693,0.013528139,0.09469697
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU361,0,0,0,0,0,0,0,0.00450938,0.018037518,0,0,0,0,0.009018759,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__unclassified_g__Alloprevotella,OTU324,0,0,0,0,0,0.009018759,0.013528139,0.09469697,0,0,0.009018759,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UCG-003,s__uncultured_bacterium_g__UCG-003,OTU82,0.00450938,0.09018759,0.031565657,0.031565657,0.022546898,0.00450938,0,0,0,0.00450938,0,0.013528139,0,0.013528139,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__unclassified_g__Blautia,OTU660,0.00450938,0.067640693,0.036075036,0.045093795,0.072150072,0,0.009018759,0.058621934,0.009018759,0.018037518,0,0.027056277,0.112734488,0.031565657,0.085678211
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__norank_c__Clostridia,f__norank_o__norank_c__Clostridia,g__norank_f__norank_o__norank_c__Clostridia,s__uncultured_organism_g__norank_f__norank_o__norank_c__Clostridia,OTU267,0,0,0,0,0,0.045093795,0,0.00450938,0,0,0,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU46,0.009018759,0.022546898,0,0.049603175,0.058621934,0,0,0,0,0,0,0,0.00450938,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__uncultured_bacterium_g__Reyranella,OTU527,0,0,0,0,0,0,0,0,0,0,0,0.00450938,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__unclassified_g__Alloprevotella,OTU750,0,0,0,0,0,0.00450938,0,0,0,0,0,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__unclassified_g__norank_f__Lachnospiraceae,OTU184,0,0.049603175,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU373,0.045093795,0.072150072,0.00450938,0.103715729,0.103715729,0.108225108,0.076659452,0.040584416,0.189393939,0.148809524,0.009018759,0.013528139,0.135281385,0.73502886,0.130772006
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__unclassified_g__Blautia,OTU250,0,0,0,0,0,0.36976912,0.00450938,0.009018759,0,0.27507215,0,0,0,0.00450938,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Gastranaerophilales,f__norank_o__Gastranaerophilales,g__norank_f__norank_o__Gastranaerophilales,s__uncultured_bacterium_g__norank_f__norank_o__Gastranaerophilales,OTU351,0,0,0,0,0,0.031565657,0.058621934,0.018037518,0,0.009018759,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__mouse_gut_metagenome_g__norank_f__Muribaculaceae,OTU692,0,0,0,0,0.00450938,0,0,0.00450938,0,0,0,0.00450938,0.009018759,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__unclassified_g__norank_f__Ruminococcaceae,OTU307,0.009018759,0.036075036,0.022546898,0.013528139,0.040584416,0,0,0,0.00450938,0.00450938,0.013528139,0.045093795,0.00450938,0.054112554,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_reuteri,OTU298,0,0.058621934,0.085678211,0.063131313,0.072150072,0.73502886,1.330266955,0.73953824,0.013528139,0.054112554,1.596320346,2.060786436,0.387806638,0.302128427,0.081168831
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Coriobacteriaceae_UCG-002,s__uncultured_bacterium_g__Coriobacteriaceae_UCG-002,OTU608,0.18488456,0.992063492,0.040584416,2.187049062,0.193903319,0.009018759,0.067640693,0.063131313,0.022546898,0,0.027056277,0.049603175,0.054112554,0.00450938,0.049603175
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__unclassified_g__norank_f__Lachnospiraceae,OTU747,0.207431457,0.112734488,0.081168831,0.189393939,0.112734488,2.656024531,0.022546898,0.00450938,0.117243867,0.09469697,0.193903319,0.333694084,0.225468975,1.641414141,1.199494949
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__UCG-009,s__unclassified_g__UCG-009,OTU716,0,0,0.009018759,0.013528139,0.022546898,0,0,0,0,0,0,0.00450938,0,0.009018759,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__unclassified_g__norank_f__norank_o__Clostridia_UCG-014,OTU49,0,0.063131313,0,0,0.013528139,0,0,0,0,0,0,0,0.00450938,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified_g__Streptococcus,OTU620,0.009018759,0.009018759,0.00450938,0.013528139,0,0,0.00450938,0,0,0.00450938,0.009018759,0.00450938,0.022546898,0.040584416,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU13,0.031565657,0.00450938,0.040584416,0.031565657,0.00450938,0,0,0,0.148809524,0,0.09018759,0.054112554,0.049603175,0.013528139,0.031565657
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU15,0.171356421,0.036075036,0.049603175,0.108225108,0.031565657,0.027056277,0,0.036075036,0.013528139,0,0,0.009018759,0.00450938,0.018037518,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__uncultured_bacterium_g__norank_f__norank_o__RF39,OTU789,0,0.009018759,0,0,0.013528139,0,0,0,0,0,0,0.00450938,0,0.009018759,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU649,0.018037518,0.081168831,0,0.00450938,0.018037518,0.00450938,0.031565657,0,0,0.423881674,0.018037518,0,0.545634921,0,4.297438672
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dubosiella,s__uncultured_bacterium_g__Dubosiella,OTU461,0.414862915,1.767676768,0.468975469,2.38546176,0.662878788,0.500541126,0.496031746,3.021284271,0.108225108,0.468975469,2.858946609,1.627886003,0.509559885,0.193903319,0.392316017
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__Clostridium_sp._Clone-47,OTU755,0,0.00450938,0,0.009018759,0.00450938,0,0,0,0,0,0,0.009018759,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU615,0.009018759,0.18488456,0.027056277,0.031565657,0.09018759,0,0,0,0,0.00450938,0.009018759,0.00450938,0.00450938,0.00450938,0.049603175
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU617,0.027056277,0.00450938,0.00450938,0,0,0,0,0.013528139,0,0,0,0.202922078,0,0.009018759,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Anaeroplasma,s__uncultured_bacterium_g__Anaeroplasma,OTU533,0,0,0,0,0,0.018037518,0,0,0.058621934,0.00450938,0,0,0.063131313,0.036075036,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU100,0.00450938,0,0.018037518,0,0.00450938,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__norank_f__Oscillospiraceae,s__uncultured_bacterium_g__norank_f__Oscillospiraceae,OTU162,0.049603175,0.410353535,0.013528139,0.072150072,0.338203463,0,0.00450938,0.009018759,0.009018759,0,0,0.045093795,0.054112554,0.009018759,0.374278499
